include,order,title,abstract,author,url,eprint
NO,397,Flying a kite: playful mapping in a multidisciplinary field-course,"… As such its increasing use is part of the trend towards citizen science and the participatory ethos
embodied by the technique places it within the democratization of cartography (Rød, Ormeling …
hardware designs on this site are released under the cern open hardware license 1.1 … 
",J Pánek and V Pászto and C Perkins,https://www.tandfonline.com/doi/abs/10.1080/03098265.2018.1463975,https://www.research.manchester.ac.uk/portal/files/82963199/TaylorFrancis_e.Proofing.pdf
NO,146,Formal and informal environmental sensing data and integration potential: Perceptions of citizens and experts,"… Using open hardware and software, citizens can even make their own tools (Carton and Ache,
2017, Hemmi and Graham, 2014, Jiang et al … Hemmi and Graham (2014) compared a
bottom-up open citizen science with a closed expert-oriented approach in tackling the radiation … 
",Q Jiang and AK Bregt and L Kooistra,https://www.sciencedirect.com/science/article/pii/S0048969717330474,https://www.researchgate.net/profile/Arnold_Bregt/publication/321713482_Formal_and_informal_environmental_sensing_data_and_integration_potential_Perceptions_of_citizens_and_experts/links/5a2d099a45851552ae7cc867/Formal-and-informal-environmental-sensing-data-and-integration-potential-Perceptions-of-citizens-and-experts.pdf
NO,155,fOSSa 2015 in Nantes,"… We will discuss this topic with the co-ordinators of Zooniverse. This citizen science site boasts
more than a million participants."" Also on the menu: the citizen cloud. “Today, everybody is
connected … "" The third aspect gave rise to the publication of a best-seller: Open Design Now … 
",S Antipolis-Méditerranée,https://www.inria.fr/en/centre/rennes/news/fossa-2015-in-nantes,https://www.inria.fr/en/centre/rennes/news/fossa-2015-in-nantes
NO,621,Fractivism: Corporate bodies and chemical bonds,"… monitoring project. Public Lab: Nothing makes me prouder than my part in cofounding
Public Lab, an online community for developing open-source hardware and software
for community-based environmental monitoring. Many … 
",SA Wylie,https://books.google.com/books?hl=es&lr=&id=08FIDwAAQBAJ&oi=fnd&pg=PT114&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=LqsB6J1fQA&sig=6D9ZPR9m-NO_LDK6tvq-HBnTsIg,
NO,43,Framing Open Design through Theoretical Concepts and Practical Applications: A Systematic,"… Similarly, there were many borderline articles in the area between open design and open
hardware. Such articles often concerned instrumentation and the open design (as in open
blueprints to be shared subsequently) of instruments and measurement devices … 
",Y Bakırlıoğlu and C Kohtala,https://research.aalto.fi/files/32431895/Framing_Open_Design_through_Theoretical_Concepts_and_Practical_Applications.pdf,https://research.aalto.fi/files/32431895/Framing_Open_Design_through_Theoretical_Concepts_and_Practical_Applications.pdf
NO,40,Framing Open Design through Theoretical Concepts and Practical Applications: A Systematic Literature Review,"… The review investigates how studies are framed as open design and open-source design
(including 'open hardware'): how researchers contribute to conceptual theorizing about open
design or study its practical operationalization, in do-it-yourself 'making,' manufacturing and … 
",Y Bakırlıoğlu and C Kohtala,https://www.tandfonline.com/doi/abs/10.1080/07370024.2019.1574225,https://www.tandfonline.com/doi/full/10.1080/07370024.2019.1574225
NO,212,"Free/Libre, Open, Commons and Collaborative Science Buen Conocer-FLOK Society","… Science 2.0, eScience, Science Commons, FLOK, academic capital ism, Open Access, Open
Data, Open Scientific infrastructures, Citizen Science … every aspect of scientific production, online
platforms for scientific collaboration and 3D printers and open hardware initi atives are … 
",XE Barandiaran and D Araya and P Castillo and N Baur,https://floksociety.org/docs/Ingles/1/1.2.pdf,https://floksociety.org/docs/Ingles/1/1.2.pdf
NO,358,Fringe biotechnology,"… It can be considered part of a bigger movement towards crowd participation, crowdsourcing and
peer production in citizen science utilised in … a more in-depth course (10 classes over 2.5 months)
in working with biomaterials using self-built, open-source hardware (Waag Society … 
",NS Vaage,https://link.springer.com/article/10.1057/s41292-016-0033-0,https://link.springer.com/article/10.1057/s41292-016-0033-0
NO,120,From Chemical Reactions to Community Interactions–A Case Study on The Development of Community-Based Learning and Research,"… (202) Katrin Vohland, Museum für Naturkunde, Leibniz Institute for Evolution and Biodiversity
Research: Citizen Science and democracy … OPEN DESIGN - community integrated product
development to improve city's resilience – prospective engineer as social entrepreneur (6 … 
",C McDonnell,http://eprints.teachingandlearning.ie/2938/,http://eprints.teachingandlearning.ie/2938/1/Living%20Knowledge%20Conference%202014.pdf
SI!,32,From Citizen Science to Do It Yourself Science,"… Although, not equivalent, other terms to designate “citizen science” are for example: amateur
science, crowdsourced10 science11, crowd science (eg Aoki et al. 2008), networked science,
volunteer monitoring (see Carr 2004; SciStarter; Franzoni & Sauermann 2014), public … 
",S Nascimento and AG Pereira and A Ghezzi,https://www.vbio.de/fileadmin/user_upload/wissenschaft/pdf/ldna27095enn.pdf,https://www.vbio.de/fileadmin/user_upload/wissenschaft/pdf/ldna27095enn.pdf
NO,227,From design fiction to design friction: Speculative and participatory design of values-embedded urban technology,"… For example, citi- zens can be involved in placemaking, “citizen science,” storytelling, or game
play around important public policy issues … Specifically, in November 2011, the primary author
ran a workshop on “Open Design for Organizational Innovation,” which was funded by … 
",L Forlano and A Mathew,https://www.tandfonline.com/doi/abs/10.1080/10630732.2014.971525,
NO,369,From information to participation and self-organization: Visions for European river basin management,"… This includes river-basin management, which is one of the most important branches of commons
research (van Laerhoven and Ostrom, 2007: 8). Newer commons forms, like the operation system
Linux or Open Hardware, differ in the sense that their production processes are … 
",J Euler and S Heldt,https://www.sciencedirect.com/science/article/pii/S0048969717331303,
NO,451,From open access to open science: the path from scientific reality to open scientific communication,"… 5. If hardware is necessary to perform a task for the study use free and open source
hardware the design of which is described in detail by (Oberloier, 2018) and using
an appropriate license (eg CERN Open Hardware Licence) … 
",C Heise and JM Pearce,https://www.researchgate.net/profile/Christian_Heise2/publication/333015087_From_open_access_to_open_science_The_path_from_scientific_reality_to_open_scientific_communication/links/5ce90d4d299bf14d95b79c28/From-open-access-to-open-science-The-path-from-scientific-reality-to-open-scientific-communication.pdf,https://www.researchgate.net/profile/Christian_Heise2/publication/333015087_From_open_access_to_open_science_The_path_from_scientific_reality_to_open_scientific_communication/links/5ce90d4d299bf14d95b79c28/From-open-access-to-open-science-The-path-from-scientific-reality-to-open-scientific-communication.pdf
NO,77,From Participatory Sensing to Making Sense,"… with Smart Citizen are aligned with findings reported in the citizen science and environmental …
design can be effectively used by local communities to appropriate their own technological … local
Fab Labs to co-design, test and improve readily available open hardware and software … 
",M Balestrini and T Diez and F Kresin,https://www.researchgate.net/profile/Frank_Kresin/publication/317524400_From_Participatory_Sensing_to_Making_Sense/links/593d1a57aca272c4d9a8e5f3/From-Participatory-Sensing-to-Making-Sense.pdf,https://www.researchgate.net/profile/Frank_Kresin/publication/317524400_From_Participatory_Sensing_to_Making_Sense/links/593d1a57aca272c4d9a8e5f3/From-Participatory-Sensing-to-Making-Sense.pdf
NO,416,From Public Value to Social Value of Digital Government: Co-Creation and Social Innovation in European Union Initiatives,"… challenges in environmental, economic or social areas, such as open policy making, open
democracy, citizen science, collaborative consumption … characteristics: using innovative
combinations of open networking technologies (ie based on open source, open hardware or … 
",A Halmos and G Misuraca and G Viscusi,https://infoscience.epfl.ch/record/262820,https://infoscience.epfl.ch/record/262820/files/0294.pdf
NO,173,From Science 2.0 to Open Science,"… What about other research areas, how to work with open research data in Citizen Science projects,
how to include open education in … or have already opened up knowledge production, such as
the Do-It-Yourself movement in synthetic biology, the idea of open design or open … 
",K Mayer,http://www.academia.edu/download/43609505/From_Science_2.0_to_Open_Science_-_Turni20160310-29706-1mqz4hj.pdf,http://www.academia.edu/download/43609505/From_Science_2.0_to_Open_Science_-_Turni20160310-29706-1mqz4hj.pdf
NO,458,From social to civic: Public engagement with iot in places and communities,"… this chapter include public displays, QR codes scanned by mobile phones, instrumented objects,
projected facades, sensor toolkits and open-source hardware … engagement with political actions,
the use of IoT is less explored outside of the area of citizen science, where choices … 
",C Liu and M Balestrini and GN Vilaza,https://link.springer.com/chapter/10.1007/978-3-319-94659-7_10,
NO,390,From the shrink in your pocket to the quantified self: self-tracking and self-care,"… The QS movement taps into another trend in the sciences that rises out of the nexus of the
do-it-yourself, or DIY movement, and citizen science … In these laboratories, hackers work on
everything from microfluidics to diagnostics on open-source hardware sets … 
",J Ranck,https://link.springer.com/chapter/10.1007/978-3-319-40980-1_5,
NO,240,Future Everybody,"Page 1. University of Dundee Future Everybody Hemment, Drew; Gere, Charlie
Publication date: 2012 Document Version Publisher's PDF, also known as Version
of record Link to publication in Discovery Research Portal Citation … 
",D Hemment and C Gere,https://discovery.dundee.ac.uk/ws/portalfiles/portal/20383124/Final_Published_Version.pdf,https://discovery.dundee.ac.uk/ws/portalfiles/portal/20383124/Final_Published_Version.pdf
NO,198,Game Grids and Game Culture: Research Vision,"… Page 15. 15 MEMS mirror Page 16. 16 MEMS-spider Page 17. 17 Hot Rod Computing Culture •
Examples of “open hardware” mods applied to realize a hot rod PC (for computer game playing) •
Venue for hot rod PCs: QuakeCon – QuakeCon2002 LAN party w/>1700 PCs … 
",W Scacchi,http://www.ics.uci.edu/~wscacchi/Presentations/GameGrid/GameLab.pdf,
NO,285,Gamification as an Architecture of Participation: An Investigation of an Innovation Maker Community.,"… its positive influence on people's motivation to engage in action, gamification is closely related
to the fields of collective intelligence, crowd science and crowdsourcing … Primarily, open-source
hardware designs licensed under the GNU GPL or Creative Common licenses are used … 
",S Hofferbert and M Cahalane and P Finnegan,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1042&context=ecis2015_rip,https://pdfs.semanticscholar.org/f56c/cd5fd13975071eb327d802580e0cb4dee1dd.pdf
NO,265,"Gamification, citizen science, and civic technologies: In search of the common good","… Page 2. Gamification, citizen science, and civic technologies: in search of the common good 264 …
and diffused through organizations whose primary purposes are social” (Mulgan, 2007, p. 8).
With the emergence of open technologies such as open data, open hardware and open … 
",R Spitz and CP Junior and F Queiroz and LC Leite…,http://revistas.unisinos.br/index.php/sdrj/article/view/sdrj.2018.113.11,http://revistas.unisinos.br/index.php/sdrj/article/download/sdrj.2018.113.11/60746562
NO,53,Gathering for Open Science Hardware 2016,"… JM and ML are members of the editorial board for the Journal of Open Hardware, which is on
a voluntary … Accessed January 13, 2017: http://openhardware.science/2016/10/12/complete-the-
cern-open-source-hardware-survey-on-oshw-as-a … From citizen science to P2P science … 
",S Dosemagen and M Liboiron…,https://openhardware.metajnl.com/article/10.5334/joh.5/,https://openhardware.metajnl.com/article/10.5334/joh.5/
NO,400,"GENOME HACKERS. REBEL BIOLOGY, OPEN SOURCE AND SCIENCE ETHIC","Page 1. DOTTORATO IN SCIENZA E SOCIETÀ Dipartimento di Matematica Ciclo XXIII
GENOME HACKERS REBEL BIOLOGY, OPEN SOURCE AND SCIENCE ETHIC SPS/08 –
M-STO/05 di Alessandro Delfanti Relatore: Prof. Adam Arvidsson … 
",A Delfanti,https://air.unimi.it/handle/2434/159641,https://air.unimi.it/bitstream/2434/159641/2/phd_unimi_R07477.pdf
NO,542,GeoSpatial IoT-the Need for an Event-Driven Spatial Data Infrastructure,"… One project building an architecture around this is AirSensEUR [42]. It's goal was
to design a low-cost open hardware IoT device (a 'sensor shield', see Figure 3) with
a Linux-based software platform for air quality monitoring … 
",M Rieke and L Bigagli and S Herle and S Jirka and A Kotsev and T Liebig…,https://www.researchgate.net/profile/Alexander_Kotsev/publication/326847479_GeoSpatial_IoT_-_the_Need_for_an_Event-Driven_Spatial_Data_Infrastructure/links/5b693a6f92851ca650511d9e/GeoSpatial-IoT-the-Need-for-an-Event-Driven-Spatial-Data-Infrastructure.pdf,https://www.researchgate.net/profile/Alexander_Kotsev/publication/326847479_GeoSpatial_IoT_-_the_Need_for_an_Event-Driven_Spatial_Data_Infrastructure/links/5b693a6f92851ca650511d9e/GeoSpatial-IoT-the-Need-for-an-Event-Driven-Spatial-Data-Infrastructure.pdf
NO,567,Geospatial IoT—The need for event-driven architectures in contemporary spatial data infrastructures,"The nature of contemporary spatial data infrastructures lies in the provision of geospatial
information in an on-demand fashion. Although recent applications identified the need to react
to real-time information in a time-critical way, research efforts in the field of geospatial Internet … 
",M Rieke and L Bigagli and S Herle and S Jirka and A Kotsev…,https://www.mdpi.com/2220-9964/7/10/385,https://www.mdpi.com/2220-9964/7/10/385/pdf
NO,78,Geotagger: A collaborative environmental inquiry platform,"… The Bee Lab project is mixture of citizen science with open design [14]. The project
looks into designing citizen science tools, which can also solve a specific individual
problem but does so by using open design plans [14]. For … 
",JA Fails and K Herbert and E Hill and A De Stefano…,https://ieeexplore.ieee.org/abstract/document/7210453/,https://users.drew.edu/~ehill1/papers/CTS2015.pdf
NO,500,German Future Earth Summit (2014) Conference Summary Report 27./28. Jan 2014 Berlin,"Page 1. conference summary report German Future Earth Summit 27. / 28. Jan 2014
Berlin Page 2. Members of German Committee Future Earth: Prof. Dr. Armin Grunwald,
Karlsruhe Institute of Technology Prof. Dr. Wolfgang … 
",B Schmalzbauer and M Visbeck,http://oceanrep.geomar.de/id/eprint/43572,http://oceanrep.geomar.de/43572/1/conference_summary_final_140429low.pdf
NO,561,German Future Earth Summit 27/28 Jan 14 Berlin: Book of abstracts,"… Design in Tackling Water Scarcity and Floods A Four-Pronged Approach to Global Development
with Open-Source hardware and software … The political dimension of designing and adapting
institutions for sustainable transformation Welche Rolle kann Citizen Science bei der … 
",B Schmalzbauer and M Visbeck,http://oceanrep.geomar.de/43573/1/BookofAbstracts_final.pdf,http://oceanrep.geomar.de/43573/1/BookofAbstracts_final.pdf
NO,639,"Giesinger Hall, C","Page 1. NMC/CoSN Horizon Report > 2016 K-12 Edition Page 2. The NMC/CoSN Horizon Report:
2016 K-12 Edition examines emerging technologies for their potential impact on and use in
teaching, learning, and creative inquiry in schools. Page 3. iii Executive Summary 1 … 
",S Adams Becker and A Freeman,https://www.k12blueprint.com/sites/default/files/2016-nmc-cosn-horizon-report-k12.pdf,https://www.k12blueprint.com/sites/default/files/2016-nmc-cosn-horizon-report-k12.pdf
NO,628,"Giesinger Hall, C., Cummins, M., & Yuhnke, B.(2016)","Page 1. NMC/CoSN Horizon Report > 2016 K-12 Edition Page 2. The NMC/CoSN Horizon Report:
2016 K-12 Edition examines emerging technologies for their potential impact on and use in
teaching, learning, and creative inquiry in schools. Page 3. iii Executive Summary 1 … 
",S Adams Becker and A Freeman,http://code.educalab.es/wp-content/uploads/2017/10/2016-nmc-cosn-horizon-report-k12-EN.pdf,http://code.educalab.es/wp-content/uploads/2017/10/2016-nmc-cosn-horizon-report-k12-EN.pdf
NO,527,Global Citizenship: Plausible Fears and Necessary Dreams,"… The open design and manufacturing movement, for example, has produced functional models
of cars, houses, and farm equipment (Wikispeed, Wikihouse, and Open Source Ecology,
respectively) that rely on global design collaboration and local fabrication.33 … 
",D Bollier,http://www.greattransition.org/images/Bollier_Commons_as_a_Template_for_Transformation.pdf,http://www.greattransition.org/images/Bollier_Commons_as_a_Template_for_Transformation.pdf
NO,139,Global open science hardware roadmap: making open science hardware ubiquitous by 2025,"… To focus on “community science” instead of “citizen science” we aim to create conditions that
support the involvement, ownership … In “What is the Source of Open Source Hardware”, Bonvoisin
et al12 (2017) elaborated a framework to evaluate Open Hardware projects and … 
",M Nkoudou and T Hervé and D Bild and F Grey and H Toivonen…,https://corpus.ulaval.ca/jspui/handle/20.500.11794/32787,https://corpus.ulaval.ca/jspui/bitstream/20.500.11794/32787/1/GOSH-roadmap-smll%281%29.pdf
NO,60,GOSH! A roadmap for open-source science hardware,"… “This scarcity of accessible science hardware is particularly obstructive for citizen science groups
and … has been active worldwide for over 5 years through initiatives such as the Open Source
Hardware Association and CERN's pioneering Open Hardware Repository and … 
",S Pandolfi,http://cds.cern.ch/record/2137964,http://cds.cern.ch/record/2137964
NO,319,Governing Amateur Biology,"… Pearl Biotech, a small instrument supply company and an outgrowth of the biohacker movement,
has also promoted open hardware in order … The UCL iGEM team have heralded the collaboration
as a positive example of 'extreme citizen science' in which amateur biologists were … 
",C Jefferson,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.729.8849&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.729.8849&rep=rep1&type=pdf
NO,267,Grassroots digital fabrication in makerpaces. Report from a World Café,"… and expression in their space may resist it, such as those committed to cultivating a 'knowledge
commons' and free and open hardware … Other participants worked in science shops, or organised
citizen science ini- tiatives, and could bring views from analogous activities, and as … 
",A Smith and S Hielscher and S Dickel and E van Oost and J Søderberg,http://sro.sussex.ac.uk/53355/1/Hielscherworldcafereport.pdf,http://sro.sussex.ac.uk/53355/1/Hielscherworldcafereport.pdf
NO,553,Grassroots Innovation & Democracy,"… Wind energy, community supported agriculture, social technologies, car clubs, free software,
open hardware, repair cafés, participatory design, agro … Inspired by ideas from free software, open
design and peer production, these community-based workshops enable neighbours to … 
",G Innovation,http://steps-centre.org/wp-content/uploads/Grassroots-innovation-and-innovation-democracy.pdf,http://steps-centre.org/wp-content/uploads/Grassroots-innovation-and-innovation-democracy.pdf
NO,521,Grassroots innovation and innovation democracy,"… Wind energy, community supported agriculture, social technologies, car clubs, free software,
open hardware, repair cafés, participatory design, agro … Inspired by ideas from free software, open
design and peer production, these community-based workshops enable neighbours to … 
",A Smith and A Stirling,https://opendocs.ids.ac.uk/opendocs/handle/123456789/12714,https://opendocs.ids.ac.uk/opendocs/bitstream/handle/123456789/12714/Grassroots%20innovation%20and%20innovation%20democracy.pdf?sequence=1
NO,546,Grassroots innovations and democracy,"… Wind energy, community supported agriculture, social technologies, car clubs, free software,
open hardware, repair cafés, participatory design, agro … Inspired by ideas from free software, open
design and peer production, these community-based workshops enable neighbours to … 
",A Smith and A Stirling,http://sro.sussex.ac.uk/id/eprint/66067,http://sro.sussex.ac.uk/66067/1/Smith%20Stirling%202016%20-%20Grassroots%20innovation%20and%20democracy.pdf
NO,39,"Grassroots R&D, prototype cultures and DIY innovation: global flows of data, kits and protocols","… P2P, open science and open innovation approaches based on open source hardware and
software … around the world prototype future gadgets and tools with open hardware platforms and …
in which political deliberation merges with design iteration and embraces citizen science
",D Kera,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.224.7823&rep=rep1&type=pdf#page=51,
NO,321,Green transformations from below? The politics of grassroots innovation,"… Movements experimenting with commons-based, peer-production in grassroots digital design
and fabrication, and their vision for open hardware and software within a knowledge commons,
are actively opposing and resisting the institutions of proprietary intellectual property at … 
",A Smith and A Ely,https://www.taylorfrancis.com/books/e/9781315747378/chapters/10.4324/9781315747378-14,
NO,188,Grinding A Diamond-The Iterative Development of Citizen-Initiated Services,"… Existing tasks from the public sector are outsourced and transferred as an open design to an
undefined, often large group of people … In this context citizen sourcing is often associated with
citizen science, where in a broader or scientific context the citizen is seen as a sensor (May … 
",MS Billert and C Peters,https://www.alexandria.unisg.ch/publications/254202,https://www.alexandria.unisg.ch/254202/1/JML_694.pdf
NO,247,"Guidelines for a contemporary, open academia","… By crossing them with the axes of practice of open science, from open access to citizen science,
it is possible to draw a … 7, Github 8), of multimedia objects (Wikimedia Commons 9, Flickr 10,
YouTube 11), of articles (arXiv 12), designs (CERN Open Hardware Repository 13 … 
",AH Abdo,https://www.academia.edu/download/38678263/Open_Science_open_issues_Digital.pdf#page=271,https://www.academia.edu/download/38678263/Open_Science_open_issues_Digital.pdf#page=271
NO,164,Guy A. Boy,"Page 1. 63rd International Astronautical Congress, Naples, Italy. Copyright ©2012
by the International Astronautical Federation. All rights reserved. IAC-12-E1.6.4 Page
1 of 11 IAC-12-E1.6.4 WHAT SPACE CAN CONTRIBUTE … 
",WSCAN CONTRIBUTE,http://my.fit.edu/~gboy/GAB/Conferences_files/IAC_2012_GAB_paper_v6.pdf,http://my.fit.edu/~gboy/GAB/Conferences_files/IAC_2012_GAB_paper_v6.pdf
NO,520,Hacia una ciencia abierta en Argentina: de las experiencias a las políticas públicas,"… FRANZONI, C. y SAUERMANN, H. (2014). Crowd science: The organization of scientific research
in open collaborative projects. Research Policy, 43(1), 1–20 … Building Research Equipment with
Free, Open-Source Hardware. Science, 337(6100), 1303–1304 … 
",V Arza and M Fressoli and S Sebastian,http://cdi.mecon.gov.ar/bases/doc/cenit/dt62.pdf,http://cdi.mecon.gov.ar/bases/doc/cenit/dt62.pdf
SI!,354,HackAir: towards raising awareness about air quality in Europe by developing a collective online platform,"… Keywords: air quality estimation; air pollution; citizen science; sky images; social media; data
fusion … to engage their members in measuring and publishing outdoor air pollution levels,
leveraging the power of online social networks, mobile and open hardware technologies, and … 
",E Kosmidis and P Syropoulou and S Tekes…,https://www.mdpi.com/2220-9964/7/5/187,https://www.mdpi.com/2220-9964/7/5/187/pdf
SI!,17,"Hackerspaces and DIYbio in Asia: connecting science and community with open data, kits and protocols","… a shared set of open source tools that enable digital fabrication and open design … The
“humanitarian open source hardware” (Baichtal, 2011) initiative in Tokyo after the earthquake
and tsunami … in low-cost protocols and DIY lab devices based on open hardware and shareable … 
",D Kera,https://www.researchgate.net/profile/Denisa_Kera/publication/301747229_Example3PeerProduction/links/5724c87508aee491cb3a9a83/Example3PeerProduction.pdf,https://www.researchgate.net/profile/Denisa_Kera/publication/301747229_Example3PeerProduction/links/5724c87508aee491cb3a9a83/Example3PeerProduction.pdf
NO,682,Hackerspaces: making the maker movement,"Page 1. SARAH R. DAVIES Page 2. SARAH R. DAVIES Page 3. Page 4. Hackerspaces
Page 5. Page 6. Hackerspaces Making the Maker Movement Sarah R. Davies polity
Page 7. Copyright © Sarah R. Davies 2017 The right of … 
",SR Davies,https://books.google.com/books?hl=es&lr=&id=vndNDwAAQBAJ&oi=fnd&pg=PP2&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=feBiwgUP_j&sig=G9TkTzd2PoQibyU3gJBgInrcaj0,
NO,402,Hacking Difference in Indonesia: The Ambivalences of Designing for Alternative Futures,"… To illustrate, we draw from three years of ethnographic research with the Indonesian citizen
science and biohacking initiative “Lifepatch … Lifepatch has produced, amongst other things, open
source hardware devices, with the goal to make science available to populations who … 
",S Lindtner and S Wuschitz,https://dl.acm.org/citation.cfm?id=3322339,
NO,129,"Hacking in the public interest: Authority, legitimacy, means, and ends","The cultural appropriation of ideas about hacking and opening knowledge have had significant
impact on ways of developing participation in creating public inter...
",A Powell,https://journals.sagepub.com/doi/abs/10.1177/1461444816629470,http://eprints.lse.ac.uk/65380/1/Hacking%20in%20the%20public%20interest.pdf
NO,422,Hacking the Humanities: Twenty-First-Century Literacies and the 'Becoming-Other'of the Humanities,"… humanists, activist-scholars, theoretical archivists, critical race coders' and, I would add,
postcolonial open-hardware engineers, Deleuzian … of inter- pretation, critique, and historicisation
with literacy in the repertoire of practices associated with citizen science, 'biohacking', and … 
",MJV Olson,https://link.springer.com/chapter/10.1057/9781137361356_13,
NO,195,Hacking with Chinese characteristics: The promises of the maker movement against China's manufacturing culture,"From the rising number of hackerspaces to an increase in hardware start-ups, maker culture
is envisioned as an enabler of the next industrial revolution—a sourc...
",S Lindtner,https://journals.sagepub.com/doi/abs/10.1177/0162243915590861,
NO,418,Hands-on science: science education with and for society,"… Maths and Other Sciences MJ Almeida, A Nobre, A Pint, L Cunha, M Maciel, C Almeida Aguiar,
MA Forjaz 386 Citizen Science as a … V Neto 408 e-Lab: Implementation of an On-line Course for
High School Students S Leal, JP Leal 414 Use Open-Source Hardware for Classroom … 
",MFM Costa and JMM Pombo…,https://repositorium.sdum.uminho.pt/handle/1822/37351,https://repositorium.sdum.uminho.pt/bitstream/1822/37351/1/Book_HSCI_2014_lowresA4.pdf
NO,447,Harnessing the power of Digital Social Platforms to shake up makers and manufacturing entrepreneurs towards a European Open Manufacturing ecosystem,"… We can argue that this new wave of engagement with technology is strongly shaped by the easy
access to “open hardware”; technologies that share an open design that allow to develop artifacts
and technological objects that can satisfy specific needs that are not Page 18 … 
",R Tabarés and T Bartolomé and L Martelloni and D Marmo…,http://openmaker.eu/wp-content/uploads/2018/02/D4.3-White-paper-version-1.0.pdf,http://openmaker.eu/wp-content/uploads/2018/02/D4.3-White-paper-version-1.0.pdf
NO,720,HDH 2017,,PF Málaga,http://hdh2017.es/hdh2017/comunicaciones/,http://hdh2017.es/hdh2017/comunicaciones/
NO,524,HE SOCIOMA ERIALI OF FABLABS: CONFIGURA IONS OF A PRIN ING SERVICE OR COUN ER-CON EX?,"… he next question is then whether the spaces, activities and ob ects of FabLabs can or should
be analysed as work (Berg 1997); as knowledge creating assemblages as in science laboratories
(Latour and Woolgar 1986 [1979]); as citizen- science social movements producing … 
",C Kohtala,https://research.aalto.fi/files/27210710/sociomateriality_of_FabLabs.pdf,https://research.aalto.fi/files/27210710/sociomateriality_of_FabLabs.pdf
NO,693,High-Time Resolution Astrophysics Using Digital Beamforming,"Page 1. HIGH-TIME RESOLUTION ASTROPHYSICS USING DIGITAL BEAMFORMING A THESIS
SUBMITTED TO THE UNIVERSITY OF MANCHESTER FOR THE DEGREE OF DOCTOR OF
PHILOSOPHY IN THE FACULTY OF ENGINEERING AND PHYSICAL SCIENCES … 
",MK Obrocka,http://search.proquest.com/openview/27c0856494d1f2d2fad834f879d5c3d9/1?pq-origsite=gscholar&cbl=51922&diss=y,
NO,581,Horizon report Europe: 2014 schools edition,"… for example, some Horizon Project Higher Education panellists see makerspaces as a
fundamental incarnation of authentic learning; while there are makerspaces in Europe, other
activities, including vocational education training programmes and citizen science initiatives are … 
",L Johnson and S Adams Becker and V Estrada…,http://www.leervlak.nl/wp-content/uploads/2014-nmc-horizon-report-EU-EN_online.pdf,http://www.leervlak.nl/wp-content/uploads/2014-nmc-horizon-report-EU-EN_online.pdf
NO,435,How firms leverage crowds and communities for open innovation,"… both. We compare examples of each of these three network forms, such as open
source software communities, gated contests, crowdsourcing tournaments, user-
generated content and crowd science … 2012). • Crowd Science … 
",J West and J Sims,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2823279,http://www.joelwest.org/Papers/WestSims2018-WP.pdf
NO,315,How knowledge infrastructures learn,"… The core Public Lab program is focused on “civic science in which we research open source
hardware and software tools and methods to generate knowledge and share data about
community environmental health.” This is a genuinely new kind of knowledge production, which … 
",GC Bowker,https://www.ingentaconnect.com/content/rout/26bu40/2017/00000001/00000001/art00030,
NO,256,How to cultivate sustainable developments in makerspaces,"… Susana investigates the burgeoning field of citizen science and grassroots making, and talked
about the different kinds of knowledge … Trystan Lea from Open Energy Monitor talked about their
open hardware project and online community developing energy monitoring services … 
",A Smith and A Light,https://opendocs.ids.ac.uk/opendocs/handle/123456789/13961,https://opendocs.ids.ac.uk/opendocs/bitstream/handle/123456789/13961/MC-report_final.pdf?sequence=1
NO,143,How to Design Citizen-Science Activities: A Framework for Implementing Public Engagement,"… Many potential activities were identified, including a parallel incubator based on open hardware
and open source principles, a gamified virtual 3D robot configurator and a series of robotics Table
1 Hybrid methodological approach: citizen science—Action research Action … 
",F Bolici and NA Colella,https://books.google.com/books?hl=es&lr=&id=8ppiDwAAQBAJ&oi=fnd&pg=PA148&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=XwsSbj6Tjm&sig=9YwAyR5S2ocfkFOm9Bm3f1jA6g8,
